"","V1","V2","V3"
"1",0.00896861044492736,32.341,1
"2",0.0261087978502796,31.395,1
"3",0.0264388992698428,31.07,1
"4",0.0259925500552179,31.473,1
"5",0.0105403451862099,31.539,1
"6",0.00490651738305936,36.738,1
"7",0.142017094140807,30.872,1
"8",0.00632475188257908,32.519,1
"9",0.0079932364833093,32.418,1
"10",0.00897448452536886,31.722,1
"11",0.00954558418695461,31.67,1
"12",0.00610146087258046,33.735,1
"13",0.0061514561795043,32.629,1
"14",0.00505315467458556,33.993,1
"15",0.144219462690373,30.797,1
"16",0.00282227089975851,36.989,1
"17",0.00578441534060792,34.319,0
"18",0.00559818590256589,34.844,0
"19",0.00475847618603964,41.81,0
"20",0.00485129836998976,39.364,0
"21",0.00304691369171994,74.868,0
"22",0.00297614046168404,76.404,0
"23",0.0262849851562574,31.597,0
"24",0.0132156736340929,31.742,0
"25",0.00551579893759269,37.791,0
"26",0.138487217172848,31.396,0
"27",0.0255507268806057,31.625,0
"28",0.0109984554444942,31.887,0
"29",0.0098126036013223,32.092,0
"30",0.00940280068628485,32.155,0
"31",0.00910144752622633,32.19,0
"32",0.00838250891089232,32.497,0
"33",0.0065580896095998,33.35,0
"34",0.0267447702128798,31.452,0
"35",0.00662056548444789,32.526,0
"36",0.142085127416644,31.105,0
"37",0.00626935245396842,33.449,0
"38",0.00565537083828627,34.498,0
"39",0.00876831029637293,32.454,0
"40",0.0110112848443576,31.786,0
"41",0.00884745599614867,32.442,0
"42",0.141609853647475,31.158,0
"43",0.140950091938143,31.172,0
"44",0.00335626066947803,66.635,0
"45",0.00325384910389781,73.348,0
"46",0.0059836169404317,34.16,0
"47",0.00345091736686431,58.538,0
"48",0.005537781569113,34.861,0
"49",0.00372375594056928,45.447,0
"50",0.0050240624649821,42.773,0
"51",0.00632858488523658,33.926,0
"52",0.00667767557647858,33.331,0
"53",0.00437206173853621,45.953,0
"54",0.00393156865302813,52.539,0
"55",0.00404534647922061,50.035,0
"56",0.00601974817647644,34.175,0
"57",0.00615672854417004,34.171,0
"58",0.00553797124566424,42.545,0
"59",0.00574289793713301,34.77,0
"60",0.140950595657787,31.226,0
"61",0.141330681760508,31.199,0
"62",0.00594224871182003,34.697,0
"63",0.0112772410933474,32.026,0
"64",0.00640281230598494,33.625,0
"65",0.00691570767087379,32.665,0
"66",0.00769986959933577,32.563,0
"67",0.0089884914088334,32.549,0
"68",0.0107603175851956,32.183,0
"69",0.00972887999791483,32.198,0
"70",0.00953489986105172,32.32,0
"71",0.0269199000711811,31.568,0
"72",0.00914680863588846,32.374,0
"73",0.142421669816345,31.178,0
"74",0.0132617108631441,31.907,0
"75",0.0257326718211358,31.761,0
"76",0.0265087006882311,31.633,0
"77",0.0260750773448968,31.642,0
"78",0.00570951003990139,38.845,0
"79",0.00554639720398697,38.869,0
"80",0.0133126674599122,31.885,0
"81",0.0068859429533974,33.314,0
"82",0.0257623638505956,31.734,0
"83",0.0143103718305175,31.851,0
"84",0.00943729158997375,32.357,0
"85",0.141318128102743,31.219,0
"86",0.00496992669567198,45.624,0
"87",0.00647106486019255,33.553,0
"88",0.00381576682142082,69.91,0
"89",0.00401202934534939,56.038,0
"90",0.00645423268266387,33.849,0
"91",0.00456517142303181,50.009,0
"92",0.00449483434517417,50.241,0
"93",0.00410697086104284,51.487,0
"94",0.006138694095151,34.22,0
"95",0.0046202422908187,49.268,0
"96",0.00493654782653041,46.838,0
"97",0.00957869388419896,32.458,0
"98",0.00716139096965929,32.989,0
"99",0.00697447522547878,33.626,0
"100",0.00776817191878698,32.851,0
"101",0.011658889486037,32.206,0
"102",0.141230453074755,31.302,0
"103",0.141007822801253,31.468,0
"104",0.00952457456397338,32.52,0
"105",0.00958578154576439,32.341,0
"106",0.143364018178809,31.224,0
"107",0.140897522981863,31.589,0
"108",0.00957455310891375,32.491,0
"109",0.0102970714964167,32.299,0
"110",0.00739389418409941,32.859,0
"111",0.00708341920747568,33.127,0
"112",0.00853063172747603,32.67,0
"113",0.0265311623587302,31.667,0
"114",0.0256841304533975,31.944,0
"115",0.0258528125259304,31.788,0
"116",0.00569936866818244,39.531,0
"117",0.0117297818183075,32.126,0
"118",0.0145847858120335,32.106,0
"119",0.00708960037256168,33.062,0
"120",0.141448343773663,31.232,0
"121",0.00554758642954556,42.972,0
"122",0.0057529879829421,34.821,0
"123",0.00727534511160544,32.934,0
"124",0.00559820581671977,39.643,0
"125",0.00663858888938573,33.636,0
"126",0.00784496130032342,32.834,0
"127",0.0052817891525524,43.103,0
"128",0.00509168169795893,44.449,0
"129",0.00713639464541471,33.138,0
"130",0.00733441755709241,33.082,0
"131",0.00615632666873678,34.733,0
"132",0.00480134259295883,53.819,0
"133",0.00460191854978864,54.202,0
"134",0.00510087732497799,49.052,0
"135",0.00617764048739033,34.538,0
"136",0.00643260369090748,34.362,0
"137",0.00775951083042103,33.048,0
"138",0.00709527146946054,33.785,0
"139",0.00586342414826835,34.916,0
"140",0.00605617618321819,34.864,0
"141",0.00576615425134974,35.213,0
"142",0.0118717006625859,32.301,0
"143",0.00960770022772006,32.528,0
"144",0.142780838943699,31.29,0
"145",0.141187580326884,31.527,0
"146",0.142522120145071,31.524,0
"147",0.012144562925678,32.159,0
"148",0.00990299417229856,32.518,0
"149",0.0103123414852337,32.306,0
"150",0.00807389861911356,33.023,0
"151",0.0121481594091589,32.156,0
"152",0.0253529087363702,32.149,0
"153",0.00954140545136872,32.559,0
"154",0.026448625370316,31.882,0
"155",0.0257815671093057,32.005,0
"156",0.140860234589917,31.759,0
"157",0.00891409260007137,32.705,0
"158",0.00849232377667353,32.852,0
"159",0.00577364412266668,35.007,0
"160",0.00699468152747096,33.928,0
"161",0.00620141655629436,34.463,0
"162",0.0102736022428519,32.465,0
"163",0.00451954354163175,61.029,0
"164",0.00453909471783276,60.716,0
"165",0.00544261866990536,45.335,0
"166",0.00513554940514582,46.7,0
"167",0.0052943960669013,46.403,0
"168",0.00548582733646363,43.484,0
"169",0.00656958341373193,33.939,0
"170",0.00402767241007373,61.851,0
"171",0.00402407016489126,66.071,0
"172",0.00404548433602725,66.764,0
"173",0.0259825021011949,32.052,0
"174",0.00672037750494692,34.05,0
"175",0.00642884887640349,34.602,0
"176",0.00636947484310302,34.816,0
"177",0.00466342496461281,56.954,0
"178",0.00628796314179181,34.856,0
"179",0.00526677138395082,52.732,0
"180",0.00540706874440133,49.115,0
"181",0.00489202965877222,54.145,0
"182",0.0059577819901041,34.925,0
"183",0.141388073099137,31.827,0
"184",0.00578831323231044,37.332,0
"185",0.00585995039710596,35.598,0
"186",0.00835536407633719,33.023,0
"187",0.00951089146200168,32.746,0
"188",0.141070459810257,31.83,0
"189",0.141046977147885,31.834,0
"190",0.0262442961318614,32.039,0
"191",0.0258117661759233,32.14,0
"192",0.051512516113139,31.893,0
"193",0.142501023183713,31.706,0
"194",0.143282380926858,31.502,0
"195",0.00993000693278023,32.676,0
"196",0.00832471621065378,33.038,0
"197",0.0103165515184963,32.567,0
"198",0.0133976435166435,32.171,0
"199",0.141618962427101,31.742,0
"200",0.0105440773076175,32.375,0
"201",0.013075777145016,32.235,0
"202",0.14258251808676,31.555,0
"203",0.00861704396668761,32.915,0
"204",0.141451655987148,31.782,0
"205",0.00707024132605094,34.039,0
"206",0.00780870124905841,33.105,0
"207",0.00794207407559577,33.084,0
"208",0.00577003207591387,37.782,0
"209",0.00887823551833022,32.872,0
"210",0.00579409563530531,36.233,0
"211",0.00555775920484447,45.885,0
"212",0.00670821134557142,34.08,0
"213",0.00544265526241938,46.901,0
"214",0.00541477262584789,47.928,0
"215",0.00665534981421156,34.142,0
"216",0.00662819154124705,34.179,0
"217",0.00564192849967171,44.42,0
"218",0.00419566538581417,63.365,0
"219",0.00760171082200156,33.219,0
"220",0.00719393216415387,33.28,0
"221",0.00640901432147745,34.92,0
"222",0.00580043793699037,37.071,0
"223",0.00894298717868902,32.891,0
"224",0.0057745454202599,40.948,0
"225",0.00549885745780454,49.275,0
"226",0.0048065452848105,62.612,0
"227",0.00491885295262384,59.703,0
"228",0.00495334428261673,54.317,0
"229",0.0101136483888482,32.71,0
"230",0.141462549432112,31.904,0
"231",0.142609725566897,31.61,0
"232",0.00952718554648357,32.847,0
"233",0.00975634659342484,32.746,0
"234",0.00970635764827077,32.838,0
"235",0.0131060982842387,32.335,0
"236",0.01133079824609,32.432,0
"237",0.0107423090706327,32.487,0
"238",0.0118379887114913,32.398,0
"239",0.142426536998656,31.771,0
"240",0.141653074425685,31.846,0
"241",0.074523795942944,31.939,0
"242",0.0259880980918039,32.156,0
"243",0.0134676706569344,32.177,0
"244",0.0271180994951348,32.055,0
"245",0.0270301843338647,32.144,0
"246",0.0106155807141307,32.584,0
"247",0.0117209934813077,32.408,0
"248",0.00853056347427072,33.097,0
"249",0.0109693744745056,32.452,0
"250",0.00865595863311863,32.92,0
"251",0.00783071787217271,33.154,0
"252",0.00811327071071077,33.128,0
"253",0.00589557903953353,36.889,0
"254",0.00579405320344206,38.351,0
"255",0.00600696542409385,35.067,0
"256",0.00626071350163093,35.048,0
"257",0.00425196027009811,64.247,0
"258",0.00424568768265754,65.191,0
"259",0.00664211562588846,34.358,0
"260",0.00570898076880788,46.109,0
"261",0.00736423635439021,33.283,0
"262",0.00732776313232697,33.377,0
"263",0.00723854639891741,33.869,0
"264",0.00703656094501537,34.104,0
"265",0.00558183981120242,46.75,0
"266",0.00697633582941715,34.156,0
"267",0.00682220325504479,34.192,0
"268",0.00404730354883343,71.267,0
"269",0.0048228551747802,64.416,0
"270",0.0073976969980718,33.604,0
"271",0.00586198538856175,38.289,0
"272",0.00484145934354729,63.254,0
"273",0.00550483481887165,54.887,0
"274",0.00496867246344557,54.923,0
"275",0.00853714828045871,33.133,0
"276",0.142585687015881,31.924,0
"277",0.00613885234666911,35.35,0
"278",0.00969593227862553,32.903,0
"279",0.0106662249013512,32.731,0
"280",0.142641743739208,31.674,0
"281",0.00992093683518747,32.781,0
"282",0.143574746719848,31.64,0
"283",0.0135868305948061,32.192,0
"284",0.0107435254014857,32.645,0
"285",0.0119416779267031,32.403,0
"286",0.0107596907108413,32.516,0
"287",0.0266552157994274,32.171,0
"288",0.0116370978437156,32.478,0
"289",0.0116576569826378,32.474,0
"290",0.141737864331441,31.934,0
"291",0.14117519226568,32.11,0
"292",0.00877371102995683,32.958,0
"293",0.00877148608035216,32.971,0
"294",0.00784612858642331,33.231,0
"295",0.00815530739421855,33.189,0
"296",0.00581368456780063,39.181,0
"297",0.00626269548726588,35.139,0
"298",0.143033919935221,31.643,0
"299",0.14118445205318,32.012,0
"300",0.141384911185481,31.942,0
"301",0.00583618978364953,38.415,0
"302",0.00688765847982287,34.338,0
"303",0.00438636652907776,66.107,0
"304",0.00428146296726828,67.057,0
"305",0.007277924687494,33.952,0
"306",0.00562102317623647,46.945,0
"307",0.00717740338568151,34.241,0
"308",0.00667883551689874,34.487,0
"309",0.00676948900867325,34.447,0
"310",0.00767716664921481,33.492,0
"311",0.00782039662235534,33.349,0
"312",0.00643342975944283,35.029,0
"313",0.0064269497566265,35.252,0
"314",0.00746622511678541,34.016,0
"315",0.00825671905141678,33.212,0
"316",0.00448811026636697,66.582,0
"317",0.141556828594677,31.964,0
"318",0.141464722675677,31.978,0
"319",0.141418450240974,32.058,0
"320",0.00586342371187387,38.694,0
"321",0.00587299529638818,38.551,0
"322",0.00528529970759828,55.016,0
"323",0.00498160388817337,59.778,0
"324",0.142670000901038,31.859,0
"325",0.00626451033970998,35.77,0
"326",0.142814285336259,31.712,0
"327",0.0102869375440973,32.789,0
"328",0.0101987874765896,32.79,0
"329",0.00995568209543907,32.951,0
"330",0.142773871256934,31.73,0
"331",0.013882659758364,32.356,0
"332",0.0254657330646962,32.205,0
"333",0.0119499293596241,32.505,0
"334",0.0134444711563843,32.443,0
"335",0.0122244563878979,32.453,0
"336",0.140882098487185,32.181,0
"337",0.0142094154014814,32.233,0
"338",0.0254037305812166,32.214,0
"339",0.0108639087395873,32.52,0
"340",0.00951816562255803,33,0
"341",0.00970783036181433,32.995,0
"342",0.00897571092735794,33.102,0
"343",0.00891839638634673,33.172,0
"344",0.00999972628629087,32.854,0
"345",0.0107581409211485,32.785,0
"346",0.00636265899351429,35.318,0
"347",0.00784954462628584,33.234,0
"348",0.00854491923215062,33.194,0
"349",0.00583264337549794,40.75,0
"350",0.00582268385697049,40.803,0
"351",0.00582028533089984,45.779,0
"352",0.00620674220207174,36.625,0
"353",0.00860418573404886,33.179,0
"354",0.0100168187988641,32.839,0
"355",0.00656498932094873,35.195,0
"356",0.00430081852206632,71.091,0
"357",0.00438080628174509,69.903,0
"358",0.00450719970353597,66.331,0
"359",0.00439816160269502,69.295,0
"360",0.0071226410087607,34.355,0
"361",0.00741675157165822,34.191,0
"362",0.00673934048649139,34.64,0
"363",0.00699370147229716,34.501,0
"364",0.00688165232152138,34.604,0
"365",0.00690890814644141,34.529,0
"366",0.00701049004711141,34.374,0
"367",0.00564084653494068,47.858,0
"368",0.00748186682643759,33.764,0
"369",0.00760824873720289,33.717,0
"370",0.00542658513772953,58.453,0
"371",0.14167778061558,31.974,0
"372",0.00793666109253455,33.366,0
"373",0.0076212906594959,33.734,0
"374",0.00744661579931449,34.239,0
"375",0.00588571505901581,39.254,0
"376",0.00592789960361328,38.806,0
"377",0.00502642857379865,63.139,0
"378",0.00532617951899084,60.912,0
"379",0.00546049285926986,55.197,0
"380",0.00524153076597844,62.165,0
"381",0.00815300165494515,33.234,0
"382",0.0101731684765908,32.979,0
"383",0.143389003133309,31.831,0
"384",0.0102828713192604,32.818,0
"385",0.0105458975002517,32.8,0
"386",0.0101560371667624,33.016,0
"387",0.141324657715789,32.197,0
"388",0.0109701885158041,32.538,0
"389",0.0268633286027241,32.26,0
"390",0.0122207241833944,32.517,0
"391",0.0144226987656075,32.303,0
"392",0.00899725206646729,33.129,0
"393",0.0064561114152879,36.48,0
"394",0.00655906708043652,36.334,0
"395",0.00657296843425847,35.42,0
"396",0.00796766549939942,33.364,0
"397",0.00871250313022787,33.19,0
"398",0.008726911468392,33.184,0
"399",0.00582104717077003,47.385,0
"400",0.00623153921564246,37.135,0
"401",0.00623600614020736,36.793,0
"402",0.142758343412588,31.859,0
"403",0.00671660531479157,35.349,0
"404",0.0058523539559483,44.384,0
"405",0.0260196789182274,32.274,0
"406",0.00952442287422606,33.043,0
"407",0.00570885582802239,51.589,0
"408",0.00581233124042135,49.569,0
"409",0.00565637863371549,52.852,0
"410",0.00706923147135341,34.461,0
"411",0.00446357601826508,69.376,0
"412",0.00451525205605541,67.417,0
"413",0.00468467021393892,67.413,0
"414",0.00433129224052398,107.32,0
"415",0.00714500447929767,34.358,0
"416",0.00677554853163276,34.691,0
"417",0.00749755933611096,33.784,0
"418",0.141572242499367,32.242,0
"419",0.00761936625254633,33.791,0
"420",0.00958174161518044,33.071,0
"421",0.0260685188793653,32.283,0
"422",0.0262380279488544,32.281,0
"423",0.00675909417240428,35.408,0
"424",0.142797447367909,31.871,0
"425",0.00600331881839566,38.898,0
"426",0.00593891355531595,39.418,0
"427",0.00509018401800831,63.848,0
"428",0.00506688605738459,66.342,0
"429",0.0053969439555106,62.704,0
"430",0.00552766430402385,55.629,0
"431",0.143549073187832,31.841,0
"432",0.010326586764467,32.886,0
"433",0.0102958786467434,32.918,0
"434",0.0105375511316866,32.859,0
"435",0.0254626422941622,32.415,0
"436",0.0258641483558463,32.38,0
"437",0.0236357060136348,32.524,0
"438",0.0114399670325068,32.55,0
"439",0.0109792383599943,32.593,0
"440",0.0260550451824479,32.322,0
"441",0.0090546194381862,33.135,0
"442",0.0119322506336665,32.539,0
"443",0.005855223700856,48.454,0
"444",0.00648465174188617,36.727,0
"445",0.00872443821619984,33.26,0
"446",0.00627808414772568,37.004,0
"447",0.00644847527235226,36.974,0
"448",0.00816394102056317,33.307,0
"449",0.0059306658296725,39.46,0
"450",0.00852087442400817,33.267,0
"451",0.0101945845832065,33.066,0
"452",0.00452946397062093,74.344,0
"453",0.00454130028931088,72.859,0
"454",0.00457770181967543,68.815,0
"455",0.00466935661168211,67.449,0
"456",0.00737827485047993,34.367,0
"457",0.00715187195266298,34.396,0
"458",0.0070163241185377,34.962,0
"459",0.00699660661104151,35.014,0
"460",0.00705141382745378,34.718,0
"461",0.00575424949717618,52.851,0
"462",0.00752400767835903,33.999,0
"463",0.00764581053367408,33.741,0
"464",0.00794590939110462,33.463,0
"465",0.00794023461118221,33.595,0
"466",0.141858212147844,32.012,0
"467",0.00543933465693935,59.225,0
"468",0.00715984559889737,34.766,0
"469",0.0264820303783269,32.301,0
"470",0.00719613082840986,34.565,0
"471",0.00780384081828156,33.891,0
"472",0.00763732692146579,34.026,0
"473",0.00780885773092654,33.846,0
"474",0.00593228773427001,44.04,0
"475",0.00522000049770699,64.037,0
"476",0.00594108716461106,43.587,0
"477",0.00532969869407596,63.902,0
"478",0.00596771849500877,40.942,0
"479",0.00597945024559454,39.458,0
"480",0.00613456406027613,39.068,0
"481",0.00604312450331335,39.392,0
"482",0.142813132615053,31.96,0
"483",0.00994955765401573,33.08,0
"484",0.00985841078556382,33.105,0
"485",0.00679877131139439,36.286,0
"486",0.00546593887466384,63.589,0
"487",0.00547858627670517,63.548,0
"488",0.00553768946559785,60.055,0
"489",0.0056448707289527,56.517,0
"490",0.0055504927714376,57.029,0
"491",0.00516555084755133,66.033,0
"492",0.00678896032350618,36.535,0
"493",0.0261607695927981,32.302,0
"494",0.00851167350201787,33.367,0
"495",0.00629030935237151,38.812,0
"496",0.00919156783903485,33.29,0
"497",0.0261519017703913,32.504,0
"498",0.0106126128150563,32.872,0
"499",0.0103942110635666,33.075,0
"500",0.0110050713893644,32.638,0
"501",0.0117152081399072,32.612,0
"502",0.0260022921784057,32.587,0
"503",0.00932058734492713,33.234,0
"504",0.00906421515394873,33.299,0
"505",0.00944632180727534,33.144,0
"506",0.00922913395509817,33.271,0
"507",0.0261296164525984,32.572,0
"508",0.00657237557147283,36.911,0
"509",0.00672755368621425,36.782,0
"510",0.00586040990542203,51.732,0
"511",0.00878745111144463,33.307,0
"512",0.0087727032493321,33.328,0
"513",0.0066313101606783,36.799,0
"514",0.00629625827996272,37.06,0
"515",0.00868512994380999,33.329,0
"516",0.00822148658056643,33.39,0
"517",0.0081803283538564,33.478,0
"518",0.0104789111310916,32.999,0
"519",0.143101536808727,31.956,0
"520",0.0129238360804711,32.595,0
"521",0.00962781381669509,33.128,0
"522",0.142292434152751,32.283,0
"523",0.0104982591923648,32.922,0
"524",0.00597100934600814,40.062,0
"525",0.00581169670135673,54.925,0
"526",0.0047599124537907,69.064,0
"527",0.00480157621978239,68.946,0
"528",0.00460363339299041,69.498,0
"529",0.142516190297974,32.024,0
"530",0.142416559237816,32.026,0
"531",0.00745097551532936,34.38,0
"532",0.00730505958153616,34.52,0
"533",0.00550319237863994,61.692,0
"534",0.00577334957258069,55.382,0
"535",0.00797983926733914,33.542,0
"536",0.142368782938306,32.256,0
"537",0.00706843747558894,35.076,0
"538",0.00795327655713851,33.626,0
"539",0.0071513534651908,34.854,0
"540",0.00787185468632345,33.768,0
"541",0.00780327856361018,33.996,0
"542",0.013707370958405,32.604,0
"543",0.00896389146321774,33.377,0
"544",0.00597102120724946,40.335,0
"545",0.00692872707722725,36.762,0
"546",0.00783734965619931,33.857,0
"547",0.00557619639300977,57.194,0
"548",0.00565037557814541,56.944,0
"549",0.00518162889666451,69.109,0
"550",0.00700125388524231,36.683,0
"551",0.00603875831727962,39.948,0
"552",0.0261630887636423,32.368,0
"553",0.0100642530089614,33.106,0
"554",0.143091257618177,31.975,0
"555",0.0261879289359949,32.321,0
"556",0.0264623014797428,32.302,0
"557",0.00522902923952151,66.865,0
"558",0.00595571701073916,46.865,0
"559",0.00530681845041991,65.789,0
"560",0.00532371656807229,65.388,0
"561",0.00946209473009363,33.281,0
"562",0.0122966056888988,32.612,0
"563",0.00949511480835552,33.171,0
"564",0.00994594053538411,33.145,0
"565",0.0106980358722407,32.911,0
"566",0.0111737114283819,32.841,0
"567",0.0112093320296039,32.661,0
"568",0.0111597372627522,32.866,0
"569",0.0114452831616567,32.638,0
"570",0.00964161927296969,33.166,0
"571",0.00910414648337698,33.31,0
"572",0.00657460031369739,37.373,0
"573",0.00674158728859497,36.946,0
"574",0.00680056781891425,36.892,0
"575",0.00667262530723411,37.233,0
"576",0.00674081493438539,37.223,0
"577",0.00894568584657518,33.423,0
"578",0.00588100759807941,52.003,0
"579",0.00826107911472429,33.452,0
"580",0.00629172307937587,38.979,0
"581",0.00624629623447104,39.209,0
"582",0.00634694233548572,37.627,0
"583",0.00630336652110008,37.701,0
"584",0.00470030140394817,72.629,0
"585",0.00461479791235253,77.82,0
"586",0.00465042192116349,74.03,0
"587",0.00478597824139804,69.545,0
"588",0.00472187375058064,70.849,0
"589",0.142521250089647,32.117,0
"590",0.142694205925699,32.029,0
"591",0.142513763967675,32.122,0
"592",0.00747717176388751,34.634,0
"593",0.142624301754756,32.06,0
"594",0.00747078963774639,34.66,0
"595",0.00584264368917808,55.995,0
"596",0.142495711742587,32.265,0
"597",0.008123001993526,33.64,0
"598",0.0072400165420553,35.547,0
"599",0.00712014959595042,36.217,0
"600",0.00798866749514082,33.746,0
"601",0.00763051929870828,34.446,0
"602",0.00789904696914034,33.79,0
"603",0.00774010949191983,34.077,0
"604",0.00768116453603818,34.153,0
"605",0.00725242090651768,34.676,0
"606",0.14135711203958,32.301,0
"607",0.143180997094374,32.004,0
"608",0.00661670959481497,37.454,0
"609",0.0110454782944106,32.991,0
"610",0.0104549856465374,33.161,0
"611",0.00962783768681164,33.254,0
"612",0.140533234759744,32.317,0
"613",0.00786682797286098,34.139,0
"614",0.00721195752976889,36.855,0
"615",0.00474878864488804,71.395,0
"616",0.00657245435641052,37.961,0
"617",0.00647187236138747,38.222,0
"618",0.00637979326782745,38.572,0
"619",0.00595769173293159,48.322,0
"620",0.143941213995068,31.982,0
"621",0.00613598575852214,40.492,0
"622",0.0262247116468697,32.601,0
"623",0.0263301260996003,32.395,0
"624",0.0262928099940136,32.556,0
"625",0.142521786559104,32.307,0
"626",0.0106898572976041,33.138,0
"627",0.0269827215726754,32.352,0
"628",0.0272697705501002,32.332,0
"629",0.00536232889776245,67.262,0
"630",0.00524044336971607,67.278,0
"631",0.00549303710373505,66.438,0
"632",0.00596338328984503,47.773,0
"633",0.0127738342304093,32.656,0
"634",0.0107051360317488,33.093,0
"635",0.010783986445481,33.004,0
"636",0.0113378018600482,32.735,0
"637",0.0122146463066233,32.665,0
"638",0.0116286537516218,32.69,0
"639",0.0112915747930432,32.766,0
"640",0.00930365859820836,33.444,0
"641",0.00937151698174499,33.383,0
"642",0.00931839589642114,33.392,0
"643",0.0103539611846767,33.164,0
"644",0.0112649657099311,32.878,0
"645",0.00945199860991941,33.348,0
"646",0.00590871549403149,52.046,0
"647",0.00590111895925016,54.298,0
"648",0.00674353210997725,37.284,0
"649",0.00704931325603675,37.057,0
"650",0.00670979092172941,37.418,0
"651",0.00658681535724792,37.736,0
"652",0.00675197695301111,37.189,0
"653",0.00631081421202762,39.019,0
"654",0.00829104026884031,33.666,0
"655",0.00831741526476593,33.518,0
"656",0.00832940562971574,33.452,0
"657",0.00830781074798359,33.637,0
"658",0.0131382874976308,32.617,0
"659",0.0262123885456965,32.614,0
"660",0.00948988783267091,33.316,0
"661",0.00990679132069172,33.174,0
"662",0.011275741728656,32.828,0
"663",0.00771991772887193,34.538,0
